ID(游戏内部名),Health,AttackDamage,BasicAttackThreatGeneration,AttackSpeed,Speed,PointValue,DigAmmount,DigSpeed,Temperament,PhysicalResist,VenomResist,Armour,Evasion,HealthPerSecond,MaxSingleDamage,Piercing,SlowResist,AOEResist,CannotBePickedUp,CannotBeExercuted,CannotBeStunned,CannotBeConfused,CannotFlee,CannotBeStrongPickedUp,CannotBeKnockedBack,FoodHarvestTime,FoodCarryMax,FoodValue,WanderDistance,PickupTime,TargetRadius,ArrivalDistance,ReachableDistance,AttackTolDistance
UberJumpingSpider1,8500.0,10.0,0.0,1.600000023841858,1200.0,3000.0,0.0,0.0,ECreatureTemperament::AttackWhenFavorable,0.0,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,3000,500.0,0.5,700.0,80.0,75.0,56.0
UberPM1,12500.0,410.0,0.0,1.399999976158142,600.0,3000.0,1.0,1.0,ECreatureTemperament::AttackWhenFavorable,0.10000000149011612,0.4000000059604645,0.0,0.0,0.0,6.0,0.30000001192092896,0.0,0.0,0,0,0,0,0,0,0,1.0,15,3000,500.0,0.5,1200.0,80.0,75.0,56.0
UberWhipSpiderling1,12500.0,210.0,0.0,1.600000023841858,300.0,3000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.6000000238418579,0.800000011920929,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,3000,500.0,0.5,600.0,80.0,75.0,56.0
UberSpinyDevil1,10000.0,12.0,0.0,1.0,550.0,3000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.30000001192092896,0.10000000149011612,0.0,0.0,0.0,0.0,0.20000000298023224,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,3000,800.0,0.5,600.0,80.0,75.0,56.0
FireAntPervasive1,30.0,1.5,0.0,1.0,320.0,7.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,28.0,20.0,25.0
FireAntPervasive2,45.0,2.0,0.0,1.0,320.0,10.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,30.0,22.0,27.0
FireAntPervasive3,50.0,2.200000047683716,0.0,1.0,320.0,12.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,32.0,24.0,29.0
FireAntVigorous1,30.0,1.5,0.0,1.0,320.0,7.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,28.0,20.0,25.0
FireAntVigorous2,45.0,2.0,0.0,1.0,320.0,10.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,30.0,22.0,27.0
FireAntVigorous3,50.0,2.200000047683716,0.0,1.0,320.0,12.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,32.0,24.0,29.0
FireAntQueen1,500.0,1.0,0.0,1.0,0.0,700.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.5,0.5,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,0.0,0.5,150.0,35.0,27.0,34.0
FireAntWorker1,15.0,0.800000011920929,0.0,1.0,300.0,2.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,15,0,500.0,0.5,400.0,21.0,15.0,18.0
FireAntWorker2,25.0,1.0,0.0,1.0,340.0,4.0,4.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,15,0,500.0,0.5,400.0,22.0,17.0,20.0
FireAntWorker3,35.0,1.2000000476837158,0.0,1.0,380.0,5.0,6.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,15,0,500.0,0.5,400.0,24.0,18.0,22.0
BigHeadedMinor1,25.0,2.0,0.0,1.0,300.0,2.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,15,0,500.0,0.5,400.0,21.0,15.0,18.0
BigHeadedMinor2,35.0,3.0,0.0,1.100000023841858,310.0,4.0,4.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,15,0,500.0,0.5,400.0,22.0,17.0,20.0
BigHeadedMinor3,40.0,4.0,0.0,1.2000000476837158,320.0,5.0,6.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,15,0,500.0,0.5,400.0,24.0,18.0,22.0
BigHeadedMajor1,25.0,2.200000047683716,0.0,1.0,300.0,6.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,21.0,15.0,18.0
BigHeadedMajor2,40.0,3.0999999046325684,0.0,1.0,300.0,10.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,17,0,500.0,0.5,400.0,22.0,17.0,20.0
BigHeadedMajor3,55.0,3.700000047683716,0.0,1.2999999523162842,300.0,15.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,20,0,500.0,0.5,400.0,24.0,18.0,22.0
BigHeadedSuperSoldier1,90.0,3.0,0.30000001192092896,2.5,380.0,40.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.4000000059604645,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,600.0,28.0,20.0,25.0
BigHeadedSuperSoldier2,130.0,5.0,0.30000001192092896,2.5,380.0,60.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.4000000059604645,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,600.0,30.0,22.0,27.0
BigHeadedSuperSoldier3,170.0,7.0,0.30000001192092896,2.5,380.0,80.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.4000000059604645,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,600.0,32.0,24.0,29.0
LittleBlackAnt1,25,1.5,0.0,1,300,5,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0,0,0,0,0.1,0.0,0,0.0,0.2,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400,55.0,47.0,40.0
LittleBlackAnt2,30,2,0.0,1,300,7,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0,0,0,0,0.1,0.0,0,0.0,0.2,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400,65.0,52.0,45.0
LittleBlackAnt3,40,3,0.0,1.66667,300,10,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0,0,0,0,0.1,0.0,0,0.0,0.2,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400,70.0,57.0,50.0
WaspMantidfly1,350.0,30.0,0.0,1.2999999523162842,400.0,170.0,1.0,1.0,ECreatureTemperament::AttackWhenFavorable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,37,500.0,0.5,800.0,95.0,80.0,53.0
SSTigerBeetle1,650.0,45.0,0.0,1.0,800.0,230.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,50,1500.0,0.5,600.0,75.0,60.0,53.0
SSTigerBeetleSmall1,200.0,20.0,0.0,1.0,600.0,100.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,22,1500.0,0.5,600.0,70.0,65.0,50.0
RedVelvetAnt1,900.0,5.0,0.0,1.0,400.0,300.0,1.0,1.0,ECreatureTemperament::AttackWhenFavorable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,65,600.0,0.5,400.0,70.0,65.0,50.0
CheckeredBeetle1,350.0,18.0,0.0,1.0,350.0,120.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,28,1500.0,0.5,600.0,70.0,65.0,50.0
CheckeredBeetleLarva1,50.0,10.0,0.0,1.0,130.0,25.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,6,500.0,0.5,400.0,40.0,30.0,35.0
BombardierBeetle1,320.0,7.0,0.0,1.0,220.0,100.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.10000000149011612,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,22,900.0,0.5,600.0,70.0,65.0,50.0
FalseBombardierBeetle1,600.0,22.0,0.0,1.0,410.0,180.0,50.0,0.699999988079071,ECreatureTemperament::AttackOnSight,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,40,1200.0,0.5,600.0,75.0,60.0,53.0
FBBLarva1,300.0,9.0,0.0,1.0,150.0,70.0,50.0,0.699999988079071,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,15,600.0,0.5,600.0,40.0,30.0,35.0
GreatBlueSkimmer1,8000.0,90.0,0.0,1.0,350.0,750.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,500,1500.0,0.5,1200.0,70.0,65.0,50.0
GreatBlueSkimmer2,10000.0,90.0,0.0,1.0,350.0,750.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,500,1500.0,0.5,1200.0,70.0,65.0,50.0
GreatBlueSkimmer3,12000.0,90.0,0.0,1.0,350.0,750.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,500,1500.0,0.5,1200.0,70.0,65.0,50.0
AmericanBullfrog1,30000.0,15.0,0.0,1.0,400.0,1850.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,1200,1500.0,0.5,1800.0,800.0,600.0,300.0
AmericanBullfrog2,36000.0,15.0,0.0,1.0,400.0,1850.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,1200,1500.0,0.5,1800.0,800.0,600.0,300.0
AmericanBullfrog3,48000.0,15.0,0.0,1.0,400.0,1850.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,1200,1500.0,0.5,1800.0,800.0,600.0,300.0
GreenLynxSpider1,1300.0,72.0,0.0,1.0,700.0,480.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,105,700.0,0.5,700.0,85.0,70.0,63.0
GreenJumperSpider1,60.0,18.0,0.0,1.0,450.0,40.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,12,500.0,0.5,700.0,40.0,30.0,45.0
FishingSpider1,500.0,18.0,0.0,1.0,1100.0,150.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,30,500.0,0.5,600.0,45.0,40.0,33.0
FishingSpider2,700.0,35.0,0.0,1.399999976158142,1150.0,210.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,40,500.0,0.5,600.0,60.0,50.0,43.0
FishingSpider3,950.0,55.0,0.0,1.399999976158142,1200.0,330.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,60,500.0,0.5,600.0,75.0,60.0,53.0
TreeFrog1,400.0,45.0,0.0,1.0,250.0,240.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.10000000149011612,0.25,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0,0,0,0,0,0,0,1.0,15,52,800.0,0.5,700.0,120.0,115.0,70.0
NarrowMouthedToad1,650.0,52.0,0.0,1.2999999523162842,230.0,380.0,50.0,0.699999988079071,ECreatureTemperament::AttackOnSight,0.10000000149011612,0.25,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0,0,0,0,0,0,0,1.0,15,76,800.0,0.5,700.0,95.0,80.0,53.0
DwarfSalamander1,440.0,22.0,0.0,1.0,650.0,170.0,50.0,0.699999988079071,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,35,500.0,0.5,1200.0,110.0,100.0,53.0
EasternNewt1,520.0,28.0,0.0,1.0,700.0,320.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,71,500.0,0.5,1200.0,95.0,80.0,53.0
MatabeleQueen1,1200.0,1.0,0.0,1.0,0.0,700.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.4000000059604645,0.4000000059604645,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,0.0,0.5,150.0,80.0,100.0,105.0
MatabeleWorker1,25.0,0.6000000238418579,0.0,1.0,320.0,5.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,7,0,500.0,0.5,400.0,28.0,20.0,25.0
MatabeleWorker2,35.0,0.800000011920929,0.0,1.0,360.0,8.0,4.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,8,0,500.0,0.5,400.0,30.0,22.0,27.0
MatabeleWorker3,45.0,1.0,0.0,1.0,380.0,12.0,6.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,9,0,500.0,0.5,400.0,32.0,24.0,29.0
MatabeleMedicAnesthetist1,90.0,3.0,0.0,1.0,320.0,14.0,2.0,7.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,40.0,30.0,35.0
MatabeleMedicAnesthetist2,105.0,4.5,0.0,1.0,320.0,16.0,2.0,7.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,17,0,500.0,0.5,400.0,42.0,32.0,37.0
MatabeleMedicAnesthetist3,120.0,6.0,0.0,1.0,320.0,18.0,2.0,7.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,20,0,500.0,0.5,400.0,44.0,34.0,39.0
MatabeleMedicFastResponder1,90.0,3.0,0.0,1.0,400.0,14.0,2.0,4.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,40.0,30.0,35.0
MatabeleMedicFastResponder2,105.0,4.5,0.0,1.0,410.0,16.0,2.0,3.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,17,0,500.0,0.5,400.0,42.0,32.0,37.0
MatabeleMedicFastResponder3,120.0,6.0,0.0,1.0,420.0,18.0,2.0,2.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.4000000059604645,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,20,0,500.0,0.5,400.0,44.0,34.0,39.0
MatabeleSoldier1,200.0,12.0,0.30000001192092896,1.0,340.0,30.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,450.0,60.0,50.0,42.0
MatabeleSoldier2,220.0,15.0,0.30000001192092896,1.0,340.0,42.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,460.0,62.0,52.0,43.0
MatabeleSoldier3,300.0,19.0,0.30000001192092896,1.0,340.0,54.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,470.0,64.0,54.0,44.0
TermiteQueen1,1400.0,1.0,0.0,1.0,0.0,700.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.5,0.5,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,800,0.0,0.5,150.0,80.0,100.0,105.0
YungTermiteQueen1,250.0,15.0,0.0,0.6000000238418579,300.0,18.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,20,100,500.0,0.5,400.0,44.0,34.0,39.0
TermiteKing1,150.0,5.0,0.0,1.7999999523162842,300.0,18.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,20,50,500.0,0.5,1300.0,44.0,34.0,39.0
TermiteWorker1,30.0,1.0,0.0,1.0,300.0,5.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,4,20,500.0,0.5,400.0,28.0,20.0,25.0
TermiteWorker2,45.0,2.0,0.0,1.0,320.0,8.0,4.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,5,22,500.0,0.5,400.0,30.0,22.0,27.0
TermiteWorker3,60.0,3.0,0.0,1.0,340.0,12.0,6.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,6,24,500.0,0.5,400.0,32.0,24.0,29.0
TermiteMajorWorker1,40.0,1.0,0.0,1.0,300.0,5.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,24,500.0,0.5,400.0,28.0,20.0,25.0
TermiteMajorWorker2,55.0,2.0,0.0,1.0,340.0,8.0,4.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,30,26,500.0,0.5,400.0,30.0,22.0,27.0
TermiteMajorWorker3,70.0,3.0,0.0,1.0,380.0,12.0,6.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,45,28,500.0,0.5,400.0,32.0,24.0,29.0
TermiteSoldier1,70.0,3.0,0.0,1.0,300.0,12.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,6,24,500.0,0.5,400.0,40.0,30.0,35.0
TermiteSoldier2,80.0,4.0,0.0,1.0,300.0,16.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,8,26,500.0,0.5,400.0,42.0,32.0,37.0
TermiteSoldier3,90.0,5.0,0.0,1.0,300.0,20.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,10,28,500.0,0.5,400.0,44.0,34.0,39.0
TermiteMajorSoldier1,140.0,5.0,0.30000001192092896,1.0,300.0,22.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,8,26,500.0,0.5,400.0,40.0,30.0,35.0
TermiteMajorSoldier2,160.0,6.0,0.30000001192092896,1.0,300.0,27.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,10,28,500.0,0.5,400.0,42.0,32.0,37.0
TermiteMajorSoldier3,190.0,7.0,0.30000001192092896,1.0,300.0,29.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,12,30,500.0,0.5,400.0,44.0,34.0,39.0
DriverAntWorker1,20.0,0.800000011920929,0.0,1.0,300.0,2.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,7,0,500.0,0.5,400.0,28.0,20.0,25.0
DriverAntWorker2,30.0,1.399999976158142,0.0,1.100000023841858,300.0,5.0,4.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,8,0,500.0,0.5,400.0,30.0,22.0,27.0
DriverAntWorker3,40.0,1.7999999523162842,0.0,1.2999999523162842,300.0,7.0,6.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,9,0,500.0,0.5,400.0,32.0,24.0,29.0
DriverAntSoldier1,85.0,5.0,0.0,1.0,310.0,25.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,40.0,30.0,35.0
DriverAntSoldier2,100.0,5.800000190734863,0.0,1.0,310.0,27.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,17,0,500.0,0.5,400.0,42.0,32.0,37.0
DriverAntSoldier3,130.0,6.400000095367432,0.0,1.0,310.0,37.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,20,0,500.0,0.5,400.0,44.0,34.0,39.0
DriverAntLargeSoldier1,140.0,15.0,0.30000001192092896,1.0,320.0,40.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,450.0,60.0,50.0,42.0
DriverAntLargeSoldier2,180.0,17.0,0.30000001192092896,1.0,320.0,60.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,460.0,62.0,52.0,43.0
DriverAntLargeSoldier3,240.0,25.0,0.30000001192092896,1.0,320.0,100.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,470.0,64.0,54.0,44.0
StinkAnt1,350.0,18.0,0.0,1.0,340.0,30.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,450.0,60.0,50.0,42.0
